description;name;graph_f;jobs_f;distribution;jobs_num;workers_num;time_limit;schedule;gap;time;makespan;avg_delta;max_delta;last_delta;all_params
deterministic baseline model;DET;./Data/PrecedenceGraphs/LOVATO_gr_aircraft1.txt;./Data/Tasks/uniform/tasks_uniform_194_0.txt;uniform;194;10;900;[(0, 9, 0), (1, 0, 1), (2, 9, 1), (3, 6, 21), (4, 1, 1), (5, 7, 1), (6, 8, 1), (7, 4, 1), (8, 3, 1), (9, 3, 8), (10, 6, 1), (11, 8, 6), (12, 7, 25), (13, 9, 7), (14, 8, 14), (15, 0, 11), (16, 0, 26), (17, 3, 16), (18, 7, 7), (19, 3, 30), (20, 2, 7), (21, 5, 8), (22, 1, 14), (23, 0, 16), (24, 5, 41), (25, 5, 32), (26, 3, 40), (27, 9, 30), (28, 1, 50), (29, 2, 16), (30, 6, 42), (31, 5, 24), (32, 0, 51), (33, 7, 16), (34, 5, 51), (35, 6, 15), (36, 4, 15), (37, 1, 27), (38, 1, 21), (39, 0, 60), (40, 6, 49), (41, 4, 52), (42, 0, 37), (43, 4, 26), (44, 4, 47), (45, 0, 44), (46, 3, 63), (47, 9, 25), (48, 1, 36), (49, 4, 36), (50, 6, 36), (51, 1, 76), (52, 9, 44), (53, 2, 33), (54, 3, 52), (55, 0, 83), (56, 7, 42), (57, 1, 45), (58, 1, 84), (59, 3, 57), (60, 9, 57), (61, 2, 42), (62, 1, 90), (63, 6, 93), (64, 8, 127), (65, 7, 49), (66, 2, 90), (67, 1, 63), (68, 1, 68), (69, 9, 64), (70, 8, 52), (71, 0, 98), (72, 1, 104), (73, 6, 103), (74, 2, 103), (75, 9, 74), (76, 0, 69), (77, 4, 98), (78, 0, 76), (79, 4, 74), (80, 7, 74), (81, 6, 60), (82, 0, 105), (83, 9, 113), (84, 3, 103), (85, 7, 103), (86, 5, 82), (87, 2, 82), (88, 5, 68), (89, 5, 114), (90, 5, 122), (91, 0, 120), (92, 6, 120), (93, 8, 109), (94, 1, 98), (95, 4, 89), (96, 3, 83), (97, 3, 76), (98, 8, 122), (99, 4, 128), (100, 0, 126), (101, 3, 126), (102, 2, 114), (103, 3, 96), (104, 8, 96), (105, 7, 96), (106, 8, 83), (107, 6, 83), (108, 7, 83), (109, 2, 127), (110, 8, 145), (111, 6, 134), (112, 1, 122), (113, 0, 114), (114, 4, 103), (115, 5, 143), (116, 4, 119), (117, 4, 114), (118, 5, 89), (119, 5, 136), (120, 0, 136), (121, 5, 161), (122, 1, 142), (123, 5, 108), (124, 3, 152), (125, 5, 130), (126, 5, 152), (127, 5, 96), (128, 4, 145), (129, 3, 145), (130, 2, 170), (131, 0, 152), (132, 9, 150), (133, 9, 161), (134, 0, 145), (135, 2, 161), (136, 4, 108), (137, 9, 102), (138, 7, 152), (139, 2, 152), (140, 4, 155), (141, 1, 174), (142, 0, 159), (143, 3, 178), (144, 8, 152), (145, 1, 166), (146, 8, 136), (147, 3, 112), (148, 3, 165), (149, 4, 169), (150, 0, 169), (151, 7, 122), (152, 3, 172), (153, 6, 182), (154, 6, 177), (155, 3, 184), (156, 7, 131), (157, 8, 178), (158, 6, 191), (159, 5, 182), (160, 7, 182), (161, 2, 182), (162, 5, 188), (163, 4, 197), (164, 7, 140), (165, 5, 170), (166, 4, 190), (167, 8, 194), (168, 6, 148), (169, 0, 179), (170, 7, 197), (171, 3, 197), (172, 0, 199), (173, 6, 155), (174, 2, 188), (175, 8, 199), (176, 2, 205), (177, 7, 207), (178, 5, 207), (179, 2, 210), (180, 8, 165), (181, 4, 207), (182, 5, 216), (183, 6, 171), (184, 9, 176), (185, 4, 176), (186, 9, 183), (187, 8, 184), (188, 9, 193), (189, 1, 193), (190, 5, 200), (191, 6, 206), (192, 6, 214), (193, 3, 221)];0;0.5477409362792969;222;7.5548075627369276;21.991100246515327;21.991100246515327;{}
Sensitivity analysis buffer time model (param q);BT10;./Data/PrecedenceGraphs/LOVATO_gr_aircraft1.txt;./Data/Tasks/uniform/tasks_uniform_194_0.txt;uniform;194;10;900;[(0, 3, 0), (1, 0, 1), (2, 4, 40), (3, 5, 1), (4, 9, 1), (5, 3, 1), (6, 4, 1), (7, 7, 60), (8, 9, 9), (9, 8, 1), (10, 1, 12), (11, 1, 1), (12, 2, 1), (13, 7, 1), (14, 3, 12), (15, 0, 12), (16, 3, 21), (17, 5, 12), (18, 3, 48), (19, 1, 180), (20, 4, 10), (21, 2, 130), (22, 4, 22), (23, 2, 252), (24, 1, 161), (25, 0, 21), (26, 8, 35), (27, 3, 36), (28, 1, 84), (29, 7, 19), (30, 3, 30), (31, 2, 22), (32, 6, 22), (33, 1, 22), (34, 8, 22), (35, 4, 141), (36, 4, 246), (37, 4, 30), (38, 9, 30), (39, 8, 61), (40, 8, 72), (41, 1, 45), (42, 7, 45), (43, 7, 31), (44, 1, 36), (45, 4, 48), (46, 0, 51), (47, 5, 32), (48, 3, 149), (49, 5, 87), (50, 1, 52), (51, 5, 62), (52, 7, 54), (53, 0, 39), (54, 6, 43), (55, 2, 39), (56, 0, 61), (57, 1, 174), (58, 5, 71), (59, 4, 92), (60, 2, 91), (61, 5, 51), (62, 9, 49), (63, 6, 50), (64, 8, 50), (65, 6, 124), (66, 7, 78), (67, 4, 120), (68, 9, 136), (69, 5, 100), (70, 4, 62), (71, 2, 58), (72, 1, 62), (73, 5, 78), (74, 4, 100), (75, 6, 146), (76, 7, 136), (77, 8, 88), (78, 7, 145), (79, 6, 113), (80, 8, 149), (81, 2, 71), (82, 1, 74), (83, 4, 74), (84, 7, 128), (85, 4, 111), (86, 3, 161), (87, 5, 124), (88, 6, 80), (89, 6, 90), (90, 8, 95), (91, 2, 84), (92, 4, 84), (93, 3, 139), (94, 1, 202), (95, 6, 136), (96, 5, 113), (97, 7, 90), (98, 7, 108), (99, 0, 92), (100, 1, 92), (101, 3, 92), (102, 2, 160), (103, 0, 146), (104, 2, 198), (105, 9, 183), (106, 2, 100), (107, 7, 100), (108, 3, 101), (109, 1, 117), (110, 9, 104), (111, 6, 101), (112, 7, 187), (113, 0, 204), (114, 8, 189), (115, 3, 189), (116, 1, 129), (117, 2, 112), (118, 1, 108), (119, 2, 207), (120, 4, 129), (121, 0, 111), (122, 3, 110), (123, 0, 233), (124, 3, 200), (125, 4, 149), (126, 9, 126), (127, 9, 117), (128, 4, 156), (129, 2, 150), (130, 2, 215), (131, 7, 119), (132, 2, 119), (133, 5, 211), (134, 2, 180), (135, 8, 141), (136, 1, 143), (137, 3, 126), (138, 6, 192), (139, 6, 171), (140, 6, 160), (141, 2, 223), (142, 8, 130), (143, 7, 237), (144, 0, 220), (145, 3, 169), (146, 4, 167), (147, 2, 139), (148, 7, 178), (149, 5, 141), (150, 9, 162), (151, 9, 150), (152, 4, 228), (153, 1, 151), (154, 7, 172), (155, 2, 172), (156, 8, 162), (157, 3, 246), (158, 0, 161), (159, 8, 178), (160, 4, 192), (161, 4, 201), (162, 9, 189), (163, 2, 188), (164, 9, 172), (165, 5, 172), (166, 6, 201), (167, 4, 220), (168, 4, 183), (169, 6, 182), (170, 6, 209), (171, 4, 209), (172, 1, 228), (173, 0, 192), (174, 5, 192), (175, 1, 192), (176, 8, 220), (177, 4, 237), (178, 3, 220), (179, 3, 230), (180, 9, 204), (181, 4, 255), (182, 3, 238), (183, 0, 213), (184, 7, 220), (185, 6, 220), (186, 9, 230), (187, 7, 230), (188, 2, 243), (189, 9, 243), (190, 1, 253), (191, 1, 262), (192, 5, 272), (193, 1, 282)];0;0.5211832523345947;283;0.0;0.0;0.0;{'threshold': 0.1}
Sensitivity analysis buffer time model (param q);BT20;./Data/PrecedenceGraphs/LOVATO_gr_aircraft1.txt;./Data/Tasks/uniform/tasks_uniform_194_0.txt;uniform;194;10;900;[(0, 3, 0), (1, 0, 1), (2, 4, 38), (3, 5, 1), (4, 9, 1), (5, 3, 1), (6, 4, 1), (7, 7, 57), (8, 9, 8), (9, 8, 1), (10, 1, 11), (11, 1, 1), (12, 2, 1), (13, 7, 1), (14, 3, 12), (15, 0, 12), (16, 3, 21), (17, 5, 12), (18, 3, 45), (19, 1, 191), (20, 4, 9), (21, 2, 122), (22, 4, 20), (23, 2, 246), (24, 1, 162), (25, 0, 21), (26, 8, 32), (27, 3, 35), (28, 1, 110), (29, 7, 18), (30, 3, 29), (31, 2, 21), (32, 6, 21), (33, 1, 20), (34, 8, 20), (35, 4, 130), (36, 4, 225), (37, 4, 28), (38, 9, 28), (39, 8, 57), (40, 8, 67), (41, 1, 49), (42, 7, 43), (43, 7, 29), (44, 1, 35), (45, 4, 45), (46, 0, 31), (47, 5, 30), (48, 3, 140), (49, 5, 104), (50, 1, 41), (51, 5, 59), (52, 7, 51), (53, 0, 37), (54, 6, 41), (55, 2, 36), (56, 0, 49), (57, 1, 79), (58, 5, 68), (59, 4, 85), (60, 2, 85), (61, 5, 48), (62, 9, 47), (63, 6, 47), (64, 8, 47), (65, 6, 58), (66, 7, 75), (67, 4, 110), (68, 9, 118), (69, 5, 92), (70, 4, 59), (71, 2, 56), (72, 1, 58), (73, 5, 75), (74, 4, 92), (75, 6, 69), (76, 7, 102), (77, 8, 84), (78, 7, 133), (79, 6, 112), (80, 8, 144), (81, 2, 68), (82, 1, 69), (83, 4, 69), (84, 7, 126), (85, 4, 102), (86, 3, 151), (87, 5, 122), (88, 6, 77), (89, 6, 103), (90, 8, 90), (91, 2, 78), (92, 4, 78), (93, 3, 133), (94, 1, 174), (95, 6, 130), (96, 5, 142), (97, 7, 86), (98, 7, 120), (99, 0, 85), (100, 1, 85), (101, 3, 85), (102, 2, 168), (103, 0, 139), (104, 2, 195), (105, 9, 172), (106, 2, 95), (107, 7, 95), (108, 3, 158), (109, 1, 126), (110, 9, 96), (111, 6, 94), (112, 7, 177), (113, 0, 191), (114, 8, 178), (115, 3, 178), (116, 1, 152), (117, 2, 106), (118, 1, 102), (119, 2, 203), (120, 4, 137), (121, 0, 103), (122, 3, 103), (123, 0, 217), (124, 3, 188), (125, 4, 162), (126, 9, 127), (127, 9, 110), (128, 4, 148), (129, 2, 148), (130, 2, 211), (131, 7, 112), (132, 2, 112), (133, 5, 198), (134, 2, 177), (135, 8, 137), (136, 1, 118), (137, 3, 118), (138, 6, 182), (139, 6, 223), (140, 6, 157), (141, 2, 234), (142, 8, 122), (143, 7, 220), (144, 0, 205), (145, 3, 165), (146, 4, 215), (147, 2, 130), (148, 7, 168), (149, 5, 133), (150, 9, 152), (151, 9, 141), (152, 4, 242), (153, 1, 142), (154, 7, 161), (155, 2, 161), (156, 8, 152), (157, 3, 250), (158, 0, 152), (159, 8, 167), (160, 4, 180), (161, 4, 189), (162, 9, 178), (163, 2, 185), (164, 9, 162), (165, 5, 162), (166, 6, 189), (167, 4, 208), (168, 4, 172), (169, 6, 172), (170, 6, 213), (171, 4, 197), (172, 1, 215), (173, 0, 180), (174, 5, 182), (175, 1, 182), (176, 8, 223), (177, 4, 234), (178, 3, 208), (179, 3, 225), (180, 9, 191), (181, 4, 250), (182, 3, 218), (183, 0, 199), (184, 7, 205), (185, 6, 205), (186, 9, 214), (187, 7, 214), (188, 2, 226), (189, 9, 226), (190, 1, 235), (191, 1, 243), (192, 5, 252), (193, 1, 261)];0;0.5244431495666504;262;0.18081286084865397;0.459584;0.2966914286336469;{'threshold': 0.2}
Sensitivity analysis buffer time model (param q);BT30;./Data/PrecedenceGraphs/LOVATO_gr_aircraft1.txt;./Data/Tasks/uniform/tasks_uniform_194_0.txt;uniform;194;10;900;[(0, 6, 0), (1, 0, 1), (2, 0, 12), (3, 3, 1), (4, 4, 1), (5, 2, 1), (6, 9, 1), (7, 3, 11), (8, 7, 1), (9, 8, 18), (10, 2, 47), (11, 2, 29), (12, 9, 7), (13, 0, 35), (14, 7, 12), (15, 2, 12), (16, 7, 21), (17, 6, 12), (18, 3, 19), (19, 6, 51), (20, 8, 8), (21, 3, 25), (22, 8, 38), (23, 8, 131), (24, 5, 119), (25, 7, 110), (26, 5, 21), (27, 0, 21), (28, 5, 47), (29, 2, 18), (30, 8, 29), (31, 8, 83), (32, 0, 177), (33, 9, 18), (34, 9, 28), (35, 9, 45), (36, 2, 116), (37, 4, 46), (38, 2, 95), (39, 2, 85), (40, 4, 31), (41, 0, 29), (42, 7, 41), (43, 6, 29), (44, 7, 35), (45, 6, 114), (46, 6, 187), (47, 9, 39), (48, 1, 72), (49, 0, 214), (50, 9, 56), (51, 3, 35), (52, 7, 49), (53, 5, 37), (54, 2, 41), (55, 3, 45), (56, 9, 63), (57, 8, 100), (58, 6, 44), (59, 3, 56), (60, 2, 77), (61, 0, 47), (62, 7, 67), (63, 7, 56), (64, 2, 56), (65, 0, 93), (66, 8, 51), (67, 3, 63), (68, 1, 63), (69, 8, 63), (70, 5, 58), (71, 7, 76), (72, 2, 67), (73, 5, 76), (74, 0, 67), (75, 7, 104), (76, 2, 109), (77, 7, 84), (78, 0, 196), (79, 8, 74), (80, 3, 74), (81, 5, 67), (82, 6, 84), (83, 0, 77), (84, 4, 100), (85, 2, 125), (86, 1, 83), (87, 4, 92), (88, 9, 76), (89, 3, 94), (90, 7, 94), (91, 4, 85), (92, 3, 85), (93, 6, 108), (94, 8, 185), (95, 1, 100), (96, 0, 224), (97, 0, 85), (98, 2, 103), (99, 3, 109), (100, 5, 92), (101, 9, 92), (102, 8, 115), (103, 5, 189), (104, 8, 124), (105, 0, 129), (106, 0, 135), (107, 8, 93), (108, 2, 132), (109, 5, 109), (110, 3, 103), (111, 9, 101), (112, 7, 124), (113, 7, 135), (114, 1, 151), (115, 0, 146), (116, 4, 146), (117, 5, 154), (118, 6, 100), (119, 4, 119), (120, 0, 119), (121, 3, 163), (122, 0, 110), (123, 2, 179), (124, 6, 156), (125, 7, 156), (126, 7, 206), (127, 8, 108), (128, 4, 129), (129, 3, 129), (130, 7, 234), (131, 3, 119), (132, 1, 119), (133, 9, 174), (134, 3, 173), (135, 9, 216), (136, 1, 128), (137, 9, 115), (138, 1, 145), (139, 9, 148), (140, 0, 166), (141, 3, 190), (142, 6, 128), (143, 3, 183), (144, 4, 188), (145, 2, 222), (146, 1, 135), (147, 9, 126), (148, 8, 177), (149, 3, 139), (150, 9, 139), (151, 5, 137), (152, 2, 192), (153, 0, 156), (154, 5, 148), (155, 2, 148), (156, 8, 147), (157, 9, 199), (158, 5, 166), (159, 2, 161), (160, 3, 154), (161, 6, 166), (162, 2, 154), (163, 7, 224), (164, 8, 157), (165, 4, 157), (166, 7, 163), (167, 2, 173), (168, 9, 166), (169, 8, 167), (170, 5, 172), (171, 7, 185), (172, 4, 179), (173, 7, 174), (174, 5, 181), (175, 0, 187), (176, 2, 199), (177, 1, 196), (178, 0, 204), (179, 1, 242), (180, 2, 185), (181, 1, 203), (182, 1, 214), (183, 8, 192), (184, 6, 198), (185, 7, 198), (186, 5, 206), (187, 9, 206), (188, 7, 217), (189, 6, 217), (190, 4, 225), (191, 1, 232), (192, 2, 241), (193, 8, 249)];0;0.5161721706390381;250;0.5053501356984822;1.6113146011695225;1.51428990360002;{'threshold': 0.3}
Sensitivity analysis buffer time model (param q);BT40;./Data/PrecedenceGraphs/LOVATO_gr_aircraft1.txt;./Data/Tasks/uniform/tasks_uniform_194_0.txt;uniform;194;10;900;[(0, 3, 0), (1, 0, 1), (2, 4, 34), (3, 5, 1), (4, 9, 1), (5, 3, 1), (6, 4, 1), (7, 7, 50), (8, 9, 7), (9, 8, 1), (10, 1, 10), (11, 1, 1), (12, 2, 1), (13, 7, 1), (14, 3, 11), (15, 0, 11), (16, 3, 19), (17, 5, 11), (18, 3, 40), (19, 1, 171), (20, 4, 8), (21, 2, 109), (22, 4, 18), (23, 2, 220), (24, 1, 145), (25, 0, 19), (26, 8, 29), (27, 3, 31), (28, 1, 98), (29, 7, 16), (30, 3, 26), (31, 2, 19), (32, 6, 19), (33, 1, 18), (34, 8, 18), (35, 4, 116), (36, 4, 201), (37, 4, 25), (38, 9, 25), (39, 8, 51), (40, 8, 60), (41, 1, 43), (42, 7, 38), (43, 7, 26), (44, 1, 31), (45, 4, 40), (46, 0, 28), (47, 5, 27), (48, 3, 124), (49, 5, 93), (50, 1, 36), (51, 5, 53), (52, 7, 45), (53, 0, 33), (54, 6, 36), (55, 2, 32), (56, 0, 43), (57, 1, 71), (58, 5, 61), (59, 4, 76), (60, 2, 76), (61, 5, 43), (62, 9, 41), (63, 6, 42), (64, 8, 42), (65, 6, 52), (66, 7, 67), (67, 4, 98), (68, 9, 114), (69, 5, 82), (70, 4, 53), (71, 2, 49), (72, 1, 52), (73, 5, 67), (74, 4, 82), (75, 6, 62), (76, 7, 91), (77, 8, 75), (78, 7, 122), (79, 6, 100), (80, 8, 103), (81, 2, 61), (82, 1, 62), (83, 4, 62), (84, 7, 112), (85, 4, 91), (86, 3, 140), (87, 5, 109), (88, 6, 69), (89, 6, 92), (90, 8, 80), (91, 2, 70), (92, 4, 70), (93, 3, 118), (94, 1, 156), (95, 6, 116), (96, 5, 127), (97, 7, 77), (98, 7, 107), (99, 0, 76), (100, 1, 76), (101, 3, 76), (102, 2, 150), (103, 0, 124), (104, 2, 181), (105, 9, 154), (106, 2, 85), (107, 7, 85), (108, 3, 134), (109, 1, 112), (110, 9, 86), (111, 6, 84), (112, 7, 158), (113, 0, 171), (114, 8, 159), (115, 3, 159), (116, 1, 136), (117, 2, 95), (118, 1, 91), (119, 2, 174), (120, 4, 122), (121, 0, 92), (122, 3, 92), (123, 0, 194), (124, 3, 168), (125, 4, 145), (126, 9, 105), (127, 9, 98), (128, 4, 132), (129, 2, 132), (130, 2, 188), (131, 7, 100), (132, 2, 100), (133, 5, 177), (134, 2, 158), (135, 8, 119), (136, 1, 105), (137, 3, 105), (138, 6, 163), (139, 6, 199), (140, 6, 140), (141, 2, 209), (142, 8, 109), (143, 7, 196), (144, 0, 183), (145, 3, 146), (146, 4, 192), (147, 2, 116), (148, 7, 150), (149, 5, 119), (150, 9, 136), (151, 9, 126), (152, 4, 216), (153, 1, 127), (154, 7, 144), (155, 2, 144), (156, 8, 136), (157, 3, 223), (158, 0, 136), (159, 8, 149), (160, 4, 161), (161, 4, 169), (162, 9, 159), (163, 2, 165), (164, 9, 145), (165, 5, 145), (166, 6, 169), (167, 4, 186), (168, 4, 154), (169, 6, 154), (170, 6, 190), (171, 4, 176), (172, 1, 192), (173, 0, 161), (174, 5, 163), (175, 1, 163), (176, 8, 199), (177, 4, 209), (178, 3, 186), (179, 3, 201), (180, 9, 171), (181, 4, 223), (182, 3, 195), (183, 0, 178), (184, 7, 183), (185, 6, 183), (186, 9, 191), (187, 7, 191), (188, 2, 202), (189, 9, 202), (190, 1, 210), (191, 1, 217), (192, 5, 225), (193, 1, 233)];0;0.4950716495513916;234;3.859431377554507;9.52698173422985;9.52698173422985;{'threshold': 0.4}
Sensitivity analysis buffer time model (param q);BT50;./Data/PrecedenceGraphs/LOVATO_gr_aircraft1.txt;./Data/Tasks/uniform/tasks_uniform_194_0.txt;uniform;194;10;900;[(0, 6, 0), (1, 0, 1), (2, 0, 11), (3, 3, 1), (4, 4, 1), (5, 2, 1), (6, 9, 1), (7, 3, 10), (8, 7, 1), (9, 8, 16), (10, 2, 41), (11, 2, 26), (12, 9, 6), (13, 0, 31), (14, 7, 11), (15, 2, 11), (16, 7, 19), (17, 6, 11), (18, 3, 17), (19, 6, 45), (20, 8, 7), (21, 3, 22), (22, 8, 34), (23, 8, 116), (24, 5, 106), (25, 7, 98), (26, 5, 19), (27, 0, 19), (28, 5, 42), (29, 2, 16), (30, 8, 26), (31, 8, 74), (32, 0, 158), (33, 9, 16), (34, 9, 25), (35, 9, 40), (36, 2, 103), (37, 4, 41), (38, 2, 111), (39, 2, 76), (40, 4, 28), (41, 0, 26), (42, 7, 36), (43, 6, 26), (44, 7, 31), (45, 6, 101), (46, 6, 167), (47, 9, 35), (48, 1, 47), (49, 0, 191), (50, 9, 50), (51, 3, 31), (52, 7, 43), (53, 5, 33), (54, 2, 36), (55, 3, 40), (56, 9, 56), (57, 8, 89), (58, 6, 39), (59, 3, 50), (60, 2, 69), (61, 0, 42), (62, 7, 60), (63, 7, 50), (64, 2, 50), (65, 0, 83), (66, 8, 45), (67, 3, 56), (68, 1, 56), (69, 8, 56), (70, 5, 52), (71, 7, 68), (72, 2, 60), (73, 5, 68), (74, 0, 60), (75, 7, 93), (76, 2, 97), (77, 7, 75), (78, 0, 184), (79, 8, 66), (80, 3, 66), (81, 5, 60), (82, 6, 75), (83, 0, 69), (84, 4, 89), (85, 2, 85), (86, 1, 74), (87, 4, 82), (88, 9, 68), (89, 3, 84), (90, 7, 84), (91, 4, 76), (92, 3, 76), (93, 6, 96), (94, 8, 165), (95, 1, 89), (96, 0, 200), (97, 0, 76), (98, 2, 92), (99, 3, 97), (100, 5, 82), (101, 9, 82), (102, 8, 102), (103, 5, 168), (104, 8, 110), (105, 0, 115), (106, 0, 120), (107, 8, 83), (108, 2, 117), (109, 5, 97), (110, 3, 92), (111, 9, 90), (112, 7, 110), (113, 7, 120), (114, 1, 134), (115, 0, 130), (116, 4, 130), (117, 5, 137), (118, 6, 89), (119, 4, 106), (120, 0, 106), (121, 3, 145), (122, 0, 98), (123, 2, 149), (124, 6, 139), (125, 7, 139), (126, 7, 183), (127, 8, 96), (128, 4, 115), (129, 3, 115), (130, 7, 208), (131, 3, 106), (132, 1, 106), (133, 9, 155), (134, 3, 154), (135, 9, 192), (136, 1, 114), (137, 9, 102), (138, 1, 129), (139, 9, 132), (140, 0, 148), (141, 3, 169), (142, 6, 114), (143, 3, 163), (144, 4, 167), (145, 2, 197), (146, 1, 120), (147, 9, 112), (148, 8, 158), (149, 3, 124), (150, 9, 124), (151, 5, 122), (152, 2, 171), (153, 0, 139), (154, 5, 132), (155, 2, 132), (156, 8, 131), (157, 9, 177), (158, 5, 148), (159, 2, 143), (160, 3, 137), (161, 6, 148), (162, 2, 137), (163, 7, 199), (164, 8, 140), (165, 4, 140), (166, 7, 145), (167, 2, 154), (168, 9, 148), (169, 8, 149), (170, 5, 153), (171, 7, 165), (172, 4, 159), (173, 7, 155), (174, 5, 161), (175, 0, 167), (176, 2, 177), (177, 1, 175), (178, 0, 175), (179, 1, 215), (180, 2, 165), (181, 1, 181), (182, 1, 191), (183, 8, 171), (184, 6, 176), (185, 7, 176), (186, 5, 183), (187, 9, 183), (188, 7, 193), (189, 6, 193), (190, 4, 200), (191, 1, 206), (192, 2, 214), (193, 8, 221)];0;0.5172123908996582;222;7.838024888573064;22.345576609156648;22.345576609156648;{'threshold': 0.5}
Sensitivity analysis transitions time model (param q);TR40;./Data/PrecedenceGraphs/LOVATO_gr_aircraft1.txt;./Data/Tasks/uniform/tasks_uniform_194_0.txt;uniform;194;10;900;[(0, 8, 0), (1, 8, 1), (2, 1, 1), (3, 4, 1), (4, 9, 1), (5, 2, 1), (6, 0, 1), (7, 3, 1), (8, 7, 24), (9, 2, 10), (10, 4, 28), (11, 5, 1), (12, 7, 1), (13, 6, 1), (14, 6, 11), (15, 4, 11), (16, 8, 12), (17, 7, 14), (18, 3, 10), (19, 5, 11), (20, 0, 9), (21, 1, 8), (22, 9, 9), (23, 9, 135), (24, 5, 41), (25, 2, 147), (26, 8, 20), (27, 5, 22), (28, 2, 20), (29, 1, 16), (30, 0, 20), (31, 4, 36), (32, 3, 41), (33, 4, 18), (34, 6, 20), (35, 1, 28), (36, 3, 17), (37, 9, 17), (38, 1, 67), (39, 2, 69), (40, 5, 30), (41, 3, 34), (42, 8, 30), (43, 3, 26), (44, 0, 26), (45, 1, 58), (46, 8, 58), (47, 9, 27), (48, 3, 69), (49, 5, 127), (50, 2, 28), (51, 7, 39), (52, 2, 37), (53, 0, 33), (54, 7, 33), (55, 6, 32), (56, 9, 34), (57, 1, 35), (58, 7, 48), (59, 2, 43), (60, 0, 44), (61, 9, 42), (62, 8, 38), (63, 6, 43), (64, 8, 47), (65, 1, 41), (66, 7, 55), (67, 1, 52), (68, 2, 50), (69, 4, 54), (70, 0, 52), (71, 4, 46), (72, 9, 53), (73, 6, 54), (74, 3, 58), (75, 0, 61), (76, 3, 51), (77, 9, 65), (78, 8, 64), (79, 7, 65), (80, 8, 142), (81, 2, 60), (82, 5, 53), (83, 5, 63), (84, 7, 76), (85, 6, 80), (86, 5, 91), (87, 5, 73), (88, 4, 68), (89, 6, 63), (90, 0, 69), (91, 9, 71), (92, 6, 72), (93, 0, 87), (94, 3, 80), (95, 2, 80), (96, 6, 129), (97, 1, 76), (98, 8, 72), (99, 0, 78), (100, 4, 78), (101, 9, 78), (102, 2, 97), (103, 3, 146), (104, 9, 87), (105, 3, 87), (106, 7, 84), (107, 5, 83), (108, 5, 99), (109, 8, 79), (110, 4, 90), (111, 1, 86), (112, 6, 119), (113, 1, 120), (114, 4, 96), (115, 3, 93), (116, 9, 95), (117, 1, 95), (118, 6, 89), (119, 2, 89), (120, 8, 91), (121, 6, 98), (122, 0, 94), (123, 2, 106), (124, 5, 107), (125, 8, 109), (126, 3, 103), (127, 7, 96), (128, 7, 104), (129, 1, 101), (130, 8, 115), (131, 0, 103), (132, 9, 105), (133, 9, 116), (134, 4, 114), (135, 7, 115), (136, 8, 102), (137, 4, 102), (138, 0, 111), (139, 0, 117), (140, 6, 108), (141, 0, 128), (142, 3, 113), (143, 3, 124), (144, 1, 128), (145, 7, 122), (146, 1, 110), (147, 2, 112), (148, 5, 118), (149, 8, 123), (150, 2, 123), (151, 4, 122), (152, 9, 126), (153, 8, 132), (154, 3, 131), (155, 4, 134), (156, 7, 131), (157, 2, 132), (158, 7, 141), (159, 5, 138), (160, 3, 137), (161, 2, 139), (162, 1, 141), (163, 4, 141), (164, 6, 140), (165, 0, 140), (166, 5, 145), (167, 9, 147), (168, 7, 148), (169, 8, 149), (170, 1, 152), (171, 0, 152), (172, 6, 152), (173, 5, 155), (174, 9, 158), (175, 7, 158), (176, 4, 160), (177, 8, 162), (178, 2, 162), (179, 6, 162), (180, 1, 165), (181, 3, 166), (182, 0, 171), (183, 6, 171), (184, 2, 176), (185, 4, 176), (186, 9, 183), (187, 0, 183), (188, 5, 193), (189, 7, 193), (190, 9, 200), (191, 5, 206), (192, 8, 214), (193, 4, 221)];0;1.2702467441558838;222;2.816899641253175;12.751757289025585;12.751757289025585;{'threshold': 0.4}
